"Test-Projekt ID","Test-Projekt Name","Test-Projekt Owner","Test-Projekt Owner ID",Email,"Secondary Email","Created By","Created by ID","Modified By","Modified by ID","Created Time","Modified Time","Last Activity Time","Email Opt Out",Tag,Projektidee,Themenkategorie,Status,Ort,Fortschritt,Projektname,"CustomModule3 Id",Vorname
zcrm_70390000001719220,Ortega,test,zcrm_70390000001473010,test@projecttogether.org,,"Ivo Degn",zcrm_70390000000096001,"Ivo Degn",zcrm_70390000000096001,"2018-07-09 11:36:29","2018-07-09 11:51:46","2018-07-09 11:51:46",false,,"Die Integration von Geflüchteten wird Jahre dauern. Sie ist einer der größten gesellschaftlichen Herausforderungen der Bundesrepublik Deutschland.

Wir wollen helfen diese Herausforderung erfolgreich zu bewältigen. Dies soll über zwei Wege geschehen:
Die Vermittlung von freiwilligen lokalen Helfern und Geflüchteten für Veranstaltungen und Programme von Organisationen.
Das Herstellen einer direkten Verbindung von lokalen Helfern zu Geflüchteten.

Megrate gibt jedem lokalen Bürger und jedem Geflüchteten in Berlin die Möglichkeit simpel und aktiv am Integrationsprozess teilzunehmen.

Mit unserer App findet man einen größeren Pool an Helfern und Geflüchteten. Wir werden auch Nutzer haben, die sich aufgrund der Möglichkeit einer direkten Verbindung zueinander angemeldet haben. Diese würden womöglich die Teilnahme eines Events oder Programms nicht ausschließen, suchen aber auch nicht aktiv nach diesen und kommen generell auch mit solchen nicht in Kontakt.
Bei der direkten Verbindung erhalten Geflüchtete personalisierte Hilfe und die Helfer erhalten die Dankbarkeit an Ort und Stelle. Dies erhöht die Motivation für beide Parteien Megrate erneut zu benutzen. Da diese Verbindungen unabhängig von Institutionen ermöglicht werden sind sie flexibler und spontaner. Durch die Differenzierung von Bedürfnis und der geographischen Lage wird gewährleistet, dass Hilfesuchender und Helfer vermittelt werden können

Wir sind überzeugt, dass über beide Wege viele Verbindungen erzeugt werden können, was sich positiv auf den Integrationsprozess auswirken wird.

Weitere Informationen findet ihr unter: https://megrate.com",,"New Record - Record added",Seligenstadt,,,70390000001619171,"Enda  "
zcrm_70390000001719221,Giles,test,zcrm_70390000001473010,test@projecttogether.org,,"Ivo Degn",zcrm_70390000000096001,"Ivo Degn",zcrm_70390000000096001,"2018-07-09 11:36:29","2018-07-09 11:51:46","2018-07-09 11:51:46",false,,"Zeugen der Flucht e.V. ermöglicht einen Austausch zwischen Geflüchteten und Schülern. Der Austausch soll auf eine einfache Begegnung herunter gebrochen werden. Der Geflüchtete steht als Zeitzeuge der Gegenwart im Mittelpunkt des Geschehens. Die Schüler können die Geflüchteten Fragen fragen, die Zeitzeugen antworten darauf mit ihrer eigenen individuelle Geschichte. So sollen Ängste und Vorurteile abgebaut werden und aus einem übereinander reden, soll ein miteinander reden werden. Die Schüler sollen sich so ein eigenes Bild, fernab von jeglicher medialen Beeinflussung machen können.",,"New Record - Record added","Freiburg im Breisgau",,,70390000001619170,"Brandee  "
zcrm_70390000001719222,Harmon,test,zcrm_70390000001473010,test@projecttogether.org,,"Ivo Degn",zcrm_70390000000096001,"Ivo Degn",zcrm_70390000000096001,"2018-07-09 11:36:29","2018-07-09 11:51:46","2018-07-09 11:51:46",false,,"Gestartet hat ""Ulm UnUsual"" als online-Designplattform, um vor allem kleineren Designer und Labels eine Plattform zu bieten und zu unterstützen. 2016 kam dann die erste DesignMesse dazu, damit die Designer sich auch präsentieren und ihre Produkte verkaufen können.
Seit einem Jahr gehört ebenfalls ein Stadtmagazin (Uhochdrei) dazu, das Menschen und Geschichten aus Ulm & Neu-Ulm in einem bildstarken und grafisch Hochwertigen Print-Magazin portraitiert.
(Außerdem bin ich Teil eines Modelabels, das in Ulm entwirft, produziert und verkauft und veranstalte ein Mal im Jahr einen Street Food Market, der Gastronomen aus Ulm & Umgebung einlädt.)",,"New Record - Record added",Ulm,,,70390000001619169,"Freddy  "
zcrm_70390000001719223,Singleton,test,zcrm_70390000001473010,test@projecttogether.org,,"Ivo Degn",zcrm_70390000000096001,"Ivo Degn",zcrm_70390000000096001,"2018-07-09 11:36:29","2018-07-09 11:51:46","2018-07-09 11:51:46",false,,"Ich bin schon fast 20 Jahre Mitglied im Schützenverein Wolfartsweiler. Seit 2,5 Jahre bin ich ehrenamtlich Jugendleiterin. Mir war schnell bewusst, dass in der heutigen Zeit, geprägt durch Amokläufen, PC, Handy und einer so großen Vielzahl an Vereinen, unser Verein keine große Zukunftschance hat. Ich wollte deshalb der Bevölkerung zeigen, dass wir auch ein Sport- und kein Ballerverein sind und habe deshalb versucht, eine Biathlongruppe zu gründen. Mir ist es wichtig, dass die Kinder und Jugendliche weg von Computerspielen kommen und mehr Bewegung in ihren Alltag bekommen. An nächster Stelle steht nun erfolgreiche Biathleten auszubilden und die Gruppe weiter auszubauen (personell und materiell).",,"New Record - Record added","Bad Saulgau",,,70390000001619168,"Carl  "
zcrm_70390000001719224,Olson,test,zcrm_70390000001473010,test@projecttogether.org,,"Ivo Degn",zcrm_70390000000096001,"Ivo Degn",zcrm_70390000000096001,"2018-07-09 11:36:29","2018-07-09 11:51:46","2018-07-09 11:51:46",false,,"Übergeordnetes Ziel von HEROES® ist es, Jugendlichen, (insbesondere) aus ehrkulturellen Milieus, Freiräume zu schaffen, in denen sie mithilfe intensiver pädagogischer Begleitung durch die Entwicklung eigener Werte und Haltungen in ihrer Persönlichkeits- und Identitätsbildung unterstützt werden. Im Rahmen des Projekts können Jugendliche erfahren und lernen, dass es möglich ist einschränkende, ausgrenzende und gewalttätige Aspekte von Kulturen zu reflektieren und abzulehnen, ohne Furcht vor dem Verlust der eigenen Herkunftskultur und ohne zwischen widersprüchlichen Anforderungen zerrieben zu werden. Darüber hinaus fördert die intensive Auseinandersetzung mit unterschiedlichen Wertensystemen und (Macht-)Strukturen vielfältige Kompetenzen, die für eine aktive Teilnahme an demokratischen Prozessen unabdingbar sind und dazu beitragen, ein gleichberechtigtes gesellschaftliches Miteinander unabhängig von Geschlecht, kulturellem Hintergrund, religiöser Zugehörigkeit oder sexueller Orientierung zu ermöglichen. Hierzu bilden wir Jungen und junge Männer aus ehrkulturellen Milieus zu Peer-to-Peer-Educators aus, welche dann in Schulklassen rollenspielbasierte Workshops ""gegen Unterdrückung im Namen der Ehre"" geben.",,"New Record - Record added",Berlin,,,70390000001619167,"Tanika  "
zcrm_70390000001719225,Sweeney,test,zcrm_70390000001473010,test@projecttogether.org,,"Ivo Degn",zcrm_70390000000096001,"Ivo Degn",zcrm_70390000000096001,"2018-07-09 11:36:29","2018-07-09 11:51:46","2018-07-09 11:51:46",false,,"Über digitale Anwendungen sollen Menschen aus unterschiedlichen Wahlkreisen die Möglichkeit erhalten die Lebensrealitäten von Menschen mit anderen Lebensumständen kennen zu lernen. Zudem wird die politische Instanz des Wahlkreises, aus der die Direktkandidaten für den Bundestag entsandt werden, gestärkt.",,Aktiv,Hannover,"Vor 2. Call",,70390000001619166,"Reva  "
zcrm_70390000001719226,Bass,test,zcrm_70390000001473010,test@projecttogether.org,,"Ivo Degn",zcrm_70390000000096001,"Ivo Degn",zcrm_70390000000096001,"2018-07-09 11:36:29","2018-07-09 11:51:46","2018-07-09 11:51:46",false,,"The idea addresses the potential of solving two distant societal issues by combining them. The first issue addresses weak methods of including the elder generation (60+ years old) in present-day practices, which results in harsh exclusion and loneliness. Secondly the continuing struggle of refugee acculturation/integration to German society. 

Sigh by Side would be a platform that helps match local elders and refugee youth by their interests and skills. The match will then be followed by organised meetings where both parties get to spend time together in their chosen manner. The friendly organised sessions would fall under community service from both sides to achieve cultural coexistence. 

The purpose is to
1. Create a platform where Berlin’s ageing population can offer their mentorship and lifelong experience to a meaningful relationship that leaves them with a feeling of companionship and purposefulness. 
2. Introduce a mean of acculturation for a young generation of refugees that isn’t a one way transaction but a give and take form of integration; where both parties are kindly choosing to help each other in different forms. 
3. Last but not least the potential aid of Cultural coexistence on an emotional and technical level. This method may introduce a compassionate and individual way of understanding cultural differences, the feeling of being accepted and involved for both sides. On the other hand refugees receiving help with technical challenges they may face like asylum or unemployment paperwork, housing aid, registration etc

:)",,"New Record - Record added",Berlin,,,70390000001619165,"Zita  "
zcrm_70390000001719227,Galloway,test,zcrm_70390000001473010,test@projecttogether.org,,"Ivo Degn",zcrm_70390000000096001,"Ivo Degn",zcrm_70390000000096001,"2018-07-09 11:36:29","2018-07-09 11:51:46","2018-07-09 11:51:46",false,,"Sowohl Gesundheitsfachberufen, als auch Angehörigen von Pflegebedürftigen und chronisch Kranke, als auch diese selbst sollen in ihrer beruflichen und privaten Alltagsbewältigung unterstützt werden, indem Wissen und Kompetenzen vermittelt werden. Entsprechendes Wissen soll auf pflege- und gesundheitswissenschaftlichen Grundlagen beruhen.",,"New Record - Record added",Mühldorf,,,70390000001619164,"Aracely  "
zcrm_70390000001719228,Espinoza,test,zcrm_70390000001473010,test@projecttogether.org,,"Ivo Degn",zcrm_70390000000096001,"Ivo Degn",zcrm_70390000000096001,"2018-07-09 11:36:29","2018-07-09 11:51:46","2018-07-09 11:51:46",false,,"Effektvoll ist ein Medienunternehmen, welches sich explizit auf positive und motivierende Nachrichten konzentriert. Effektvoll soll den Journalismus revolutionieren, in dem es sich explizit auf positiven Journalismus konzentriert.",,"New Record - Record added",Berlin,,,70390000001619163,"Chanell  "
zcrm_70390000001719229,Bauer,test,zcrm_70390000001473010,test@projecttogether.org,,"Ivo Degn",zcrm_70390000000096001,"Ivo Degn",zcrm_70390000000096001,"2018-07-09 11:36:29","2018-07-09 11:51:46","2018-07-09 11:51:46",false,,"Wir haben den Verein RESTLOS GLÜCKLICH e.V. 2015 gegründet mit dem Ziel, das erste Restaurant gegen
Lebensmittelverschwendung zu eröffnen und dies im Jahr 2016 auch umgesetzt. Auch wenn unsere Idee schon viele Nachahmer
gefunden hat, von denen wir viele in ihrer Gründung beraten haben, so sind wir immer noch die einzige Organisation, die aus
Supermarkt-""Resten"" ein hochwertiges Drei-Gänge-Menü kredenzt.
Die Herausforderung und das Revolutionäre an unseren Menüs ist, dass wir sie nicht im Voraus planen können, da wir nie
wissen, welche Lebensmittel wir retten werden. In unseren Bildungworkshops und Kochkursen wollen wir diese Flexibilität an die
Teilnehmenden weitergeben. Denn eine Resteküche funktioniert am besten ohne Rezepte. Die Herausforderung ist es, die
Produkte zu verwenden, die zur Verfügung stehen oder gerade schnell verarbeitet werden müssen, da sie nicht mehr lange
haltbar sind.
Unsere Workshop-Teilnehmer sind immer wieder erstaunt, wie hochwertig und gut erhalten gerettete Lebensmittel sind. Vielen
Menschen fällt es schwer, sich auf kreative Weise - ohne Rezepte - auf den Prozess des Kochens einzulassen. Wir zeigen, wie
einfach und kreativ nachhaltiger Umgang mit Lebensmitteln ist und wie viel Spaß das macht. Die Verbindung von Bildungsarbeit
und gemeinsamen Restekochen ist aus unserer Sicht sehr innovativ.

Zweck des Vereins ist die Förderung, Unterstützung und Gestaltung eines stärkeren Bewusstseins in der Gesellschaft für
nachhaltige Ernährungsketten und Ernährungssicherheit. Dazu zählt die Förderung von Erziehung, Volks- und Berufsbildung
sowie die Förderung von Verbraucherberatung und Verbraucherschutz.
Dabei geht es dem Verein vor allem um die Verringerung von Lebensmittelverschwendung, die Förderung von bewusstem
Lebensmittelkonsum und die Begünstigung bürgerschaftlichen Engagements zugunsten gemeinnütziger Zwecke und thematische Bildungsarbeit mit Kindern, Jugendlichen und Erwachsenen.


Der Zweck des Vereins wird insbesondere verwirklicht durch:",,Aktiv,Berlin,"Vor 2. Call",,70390000001619162,"Roseanne  "
zcrm_70390000001719230,Horn,test,zcrm_70390000001473010,test@projecttogether.org,,"Ivo Degn",zcrm_70390000000096001,"Ivo Degn",zcrm_70390000000096001,"2018-07-09 11:36:29","2018-07-09 11:51:46","2018-07-09 11:51:46",false,,"Effektvoll ist ein Medienunternehmen, welches sich explizit auf positive und motivierende Nachrichten konzentriert. Effektvoll soll den Journalismus revolutionieren, in dem es sich explizit auf positiven Journalismus konzentriert.","Gesundheit und Wohlergehen",Aktiv,Berlin,,Effektvoll,70390000001548082,"Tijuana  "
zcrm_70390000001719231,Bentley,test,zcrm_70390000001473010,test@projecttogether.org,,"Ivo Degn",zcrm_70390000000096001,"Ivo Degn",zcrm_70390000000096001,"2018-07-09 11:36:29","2018-07-09 11:51:46","2018-07-09 11:51:46",false,,"Sowohl Gesundheitsfachberufen, als auch Angehörigen von Pflegebedürftigen und chronisch Kranke, als auch diese selbst sollen in ihrer beruflichen und privaten Alltagsbewältigung unterstützt werden, indem Wissen und Kompetenzen vermittelt werden. Entsprechendes Wissen soll auf pflege- und gesundheitswissenschaftlichen Grundlagen beruhen.","Gesundheit und Wohlergehen",Aktiv,Mühldorf,,Wissen.Schafft.Pflege,70390000001546022,"Hermila  "
zcrm_70390000001719232,Gates,test,zcrm_70390000001473010,test@projecttogether.org,,"Ivo Degn",zcrm_70390000000096001,"Ivo Degn",zcrm_70390000000096001,"2018-07-09 11:36:29","2018-07-09 11:51:46","2018-07-09 11:51:46",false,,"Übergeordnetes Ziel von HEROES® ist es, Jugendlichen, (insbesondere) aus ehrkulturellen Milieus, Freiräume zu schaffen, in denen sie mithilfe intensiver pädagogischer Begleitung durch die Entwicklung eigener Werte und Haltungen in ihrer Persönlichkeits- und Identitätsbildung unterstützt werden. Im Rahmen des Projekts können Jugendliche erfahren und lernen, dass es möglich ist einschränkende, ausgrenzende und gewalttätige Aspekte von Kulturen zu reflektieren und abzulehnen, ohne Furcht vor dem Verlust der eigenen Herkunftskultur und ohne zwischen widersprüchlichen Anforderungen zerrieben zu werden. Darüber hinaus fördert die intensive Auseinandersetzung mit unterschiedlichen Wertensystemen und (Macht-)Strukturen vielfältige Kompetenzen, die für eine aktive Teilnahme an demokratischen Prozessen unabdingbar sind und dazu beitragen, ein gleichberechtigtes gesellschaftliches Miteinander unabhängig von Geschlecht, kulturellem Hintergrund, religiöser Zugehörigkeit oder sexueller Orientierung zu ermöglichen. Hierzu bilden wir Jungen und junge Männer aus ehrkulturellen Milieus zu Peer-to-Peer-Educators aus, welche dann in Schulklassen rollenspielbasierte Workshops ""gegen Unterdrückung im Namen der Ehre"" geben.",Geschlechter-Gleichstellung,Aktiv,Berlin,,"HEROES® - gegen Unterdrückung im Namen der Ehre",70390000001538011,"Estelle  "
zcrm_70390000001719233,Costa,test,zcrm_70390000001473010,test@projecttogether.org,,"Ivo Degn",zcrm_70390000000096001,"Ivo Degn",zcrm_70390000000096001,"2018-07-09 11:36:29","2018-07-09 11:51:46","2018-07-09 11:51:46",false,,"The idea addresses the potential of solving two distant societal issues by combining them. The first issue addresses weak methods of including the elder generation (60+ years old) in present-day practices, which results in harsh exclusion and loneliness. Secondly the continuing struggle of refugee acculturation/integration to German society. 

Sigh by Side would be a platform that helps match local elders and refugee youth by their interests and skills. The match will then be followed by organised meetings where both parties get to spend time together in their chosen manner. The friendly organised sessions would fall under community service from both sides to achieve cultural coexistence. 

The purpose is to
1. Create a platform where Berlin’s ageing population can offer their mentorship and lifelong experience to a meaningful relationship that leaves them with a feeling of companionship and purposefulness. 
2. Introduce a mean of acculturation for a young generation of refugees that isn’t a one way transaction but a give and take form of integration; where both parties are kindly choosing to help each other in different forms. 
3. Last but not least the potential aid of Cultural coexistence on an emotional and technical level. This method may introduce a compassionate and individual way of understanding cultural differences, the feeling of being accepted and involved for both sides. On the other hand refugees receiving help with technical challenges they may face like asylum or unemployment paperwork, housing aid, registration etc

:)","Nachhaltige Städte und Gemeinden",Aktiv,Berlin,,"Sigh by Side",70390000001537039,"Sofia  "
zcrm_70390000001719234,Lee,test,zcrm_70390000001473010,test@projecttogether.org,,"Ivo Degn",zcrm_70390000000096001,"Ivo Degn",zcrm_70390000000096001,"2018-07-09 11:36:29","2018-07-09 11:51:46","2018-07-09 11:51:46",false,,"Über digitale Anwendungen sollen Menschen aus unterschiedlichen Wahlkreisen die Möglichkeit erhalten die Lebensrealitäten von Menschen mit anderen Lebensumständen kennen zu lernen. Zudem wird die politische Instanz des Wahlkreises, aus der die Direktkandidaten für den Bundestag entsandt werden, gestärkt.","Frieden, Gerechtigkeit und starke Institutionen",Aktiv,Hannover,,"Meet my Wahlkreis (MMW)",70390000001537016,"Rocco  "
zcrm_70390000001719235,Strong,test,zcrm_70390000001473010,test@projecttogether.org,,"Ivo Degn",zcrm_70390000000096001,"Ivo Degn",zcrm_70390000000096001,"2018-07-09 11:36:29","2018-07-09 11:51:46","2018-07-09 11:51:46",false,,"Ich bin schon fast 20 Jahre Mitglied im Schützenverein Wolfartsweiler. Seit 2,5 Jahre bin ich ehrenamtlich Jugendleiterin. Mir war schnell bewusst, dass in der heutigen Zeit, geprägt durch Amokläufen, PC, Handy und einer so großen Vielzahl an Vereinen, unser Verein keine große Zukunftschance hat. Ich wollte deshalb der Bevölkerung zeigen, dass wir auch ein Sport- und kein Ballerverein sind und habe deshalb versucht, eine Biathlongruppe zu gründen. Mir ist es wichtig, dass die Kinder und Jugendliche weg von Computerspielen kommen und mehr Bewegung in ihren Alltag bekommen. An nächster Stelle steht nun erfolgreiche Biathleten auszubilden und die Gruppe weiter auszubauen (personell und materiell).","Gesundheit und Wohlergehen",Aktiv,"Bad Saulgau","Vor 2. Call","Aufbau einer Sommerbiathlongruppe",70390000001528018,"Yoshiko  "
